Position,Decimal,Appearance
0x0C2B,3115,ఫ
0x0C2C,3116,బ
0x0C2D,3117,భ
0x0C2E,3118,మ
0x0C2F,3119,య
0x0C30,3120,ర
0x0C31,3121,ఱ
0x0C32,3122,ల
0x0C33,3123,ళ
0x0C35,3125,వ
0x0C36,3126,శ
0x0C37,3127,ష
0x0C38,3128,స
0x0C39,3129,హ
0x0C3E,3134,ా
0x0C3F,3135,ి
0x0C40,3136,ీ
0x0C41,3137,ు
0x0C42,3138,ూ
0x0C43,3139,ృ
0x0C44,3140,ౄ
0x0C46,3142,ె
0x0C47,3143,ే
0x0C48,3144,ై
0x0C4A,3146,ొ
0x0C4B,3147,ో
0x0C4C,3148,ౌ
0x0C4D,3149,్
0x0C55,3157,ౕ
0x0C56,3158,ౖ
0x0C60,3168,ౠ
0x0C61,3169,ౡ
0x0C66,3174,౦
0x0C67,3175,౧
0x0C68,3176,౨
0x0C69,3177,౩
0x0C6A,3178,౪
0x0C6B,3179,౫
0x0C6C,3180,౬
0x0C6D,3181,౭
0x0C6E,3182,౮
0x0C6F,3183,౯
,,
0x0C82,3202,ಂ
0x0C83,3203,ಃ
0x0C85,3205,ಅ
0x0C86,3206,ಆ
0x0C87,3207,ಇ
0x0C88,3208,ಈ
0x0C89,3209,ಉ
0x0C8A,3210,ಊ
0x0C8B,3211,ಋ
0x0C8C,3212,ಌ
0x0C8E,3214,ಎ
0x0C8F,3215,ಏ
0x0C90,3216,ಐ
0x0C92,3218,ಒ
0x0C93,3219,ಓ
0x0C94,3220,ಔ
0x0C95,3221,ಕ
0x0C96,3222,ಖ
0x0C97,3223,ಗ
0x0C98,3224,ಘ
0x0C99,3225,ಙ
0x0C9A,3226,ಚ
0x0C9B,3227,ಛ
0x0C9C,3228,ಜ
0x0C9D,3229,ಝ
0x0C9E,3230,ಞ
0x0C9F,3231,ಟ
0x0CA0,3232,ಠ
0x0CA1,3233,ಡ
0x0CA2,3234,ಢ
0x0CA3,3235,ಣ
0x0CA4,3236,ತ
0x0CA5,3237,ಥ
0x0CA6,3238,ದ
0x0CA7,3239,ಧ
0x0CA8,3240,ನ
0x0CAA,3242,ಪ
0x0CAB,3243,ಫ
0x0CAC,3244,ಬ
0x0CAD,3245,ಭ
0x0CAE,3246,ಮ
0x0CAF,3247,ಯ
0x0CB0,3248,ರ
0x0CB1,3249,ಱ
0x0CB2,3250,ಲ
0x0CB3,3251,ಳ
0x0CB5,3253,ವ
0x0CB6,3254,ಶ
0x0CB7,3255,ಷ
0x0CB8,3256,ಸ
0x0CB9,3257,ಹ
0x0CBE,3262,ಾ
0x0CBF,3263,ಿ
0x0CC0,3264,ೀ
0x0CC1,3265,ು
0x0CC2,3266,ೂ
0x0CC3,3267,ೃ
0x0CC4,3268,ೄ
0x0CC6,3270,ೆ
0x0CC7,3271,ೇ
0x0CC8,3272,ೈ
0x0CCA,3274,ೊ
0x0CCB,3275,ೋ
0x0CCC,3276,ೌ
0x0CCD,3277,್
0x0CD5,3285,ೕ
0x0CD6,3286,ೖ
0x0CDE,3294,ೞ
0x0CE0,3296,ೠ
0x0CE1,3297,ೡ
0x0CE6,3302,೦
0x0CE7,3303,೧
0x0CE8,3304,೨
0x0CE9,3305,೩
0x0CEA,3306,೪
0x0CEB,3307,೫
0x0CEC,3308,೬
0x0CED,3309,೭
0x0CEE,3310,೮
0x0CEF,3311,೯
,,
0x0D02,3330,ം
0x0D03,3331,ഃ
0x0D05,3333,അ
0x0D06,3334,ആ
0x0D07,3335,ഇ
0x0D08,3336,ഈ
0x0D09,3337,ഉ
0x0D0A,3338,ഊ
0x0D0B,3339,ഋ
0x0D0C,3340,ഌ
0x0D0E,3342,എ
0x0D0F,3343,ഏ
0x0D10,3344,ഐ
0x0D12,3346,ഒ
0x0D13,3347,ഓ
0x0D14,3348,ഔ
0x0D15,3349,ക
0x0D16,3350,ഖ
0x0D17,3351,ഗ
0x0D18,3352,ഘ
0x0D19,3353,ങ
0x0D1A,3354,ച
0x0D1B,3355,ഛ
0x0D1C,3356,ജ
0x0D1D,3357,ഝ
0x0D1E,3358,ഞ
0x0D1F,3359,ട
0x0D20,3360,ഠ
0x0D21,3361,ഡ
0x0D22,3362,ഢ
0x0D23,3363,ണ
0x0D24,3364,ത
0x0D25,3365,ഥ
0x0D26,3366,ദ
0x0D27,3367,ധ
0x0D28,3368,ന
0x0D2A,3370,പ
0x0D2B,3371,ഫ
0x0D2C,3372,ബ
0x0D2D,3373,ഭ
0x0D2E,3374,മ
0x0D2F,3375,യ
0x0D30,3376,ര
0x0D31,3377,റ
0x0D32,3378,ല
0x0D33,3379,ള
0x0D34,3380,ഴ
0x0D35,3381,വ
0x0D36,3382,ശ
0x0D37,3383,ഷ
0x0D38,3384,സ
0x0D39,3385,ഹ
0x0D3E,3390,ാ
0x0D3F,3391,ി
0x0D40,3392,ീ
0x0D41,3393,ു
0x0D42,3394,ൂ
0x0D43,3395,ൃ
0x0D46,3398,െ
0x0D47,3399,േ
0x0D48,3400,ൈ
0x0D4A,3402,ൊ
0x0D4B,3403,ോ
0x0D4C,3404,ൌ
0x0D4D,3405,്
0x0D57,3415,ൗ
0x0D60,3424,ൠ
0x0D61,3425,ൡ
0x0D66,3430,൦
0x0D67,3431,൧
0x0D68,3432,൨
0x0D69,3433,൩
0x0D6A,3434,൪
0x0D6B,3435,൫
0x0D6C,3436,൬
0x0D6D,3437,൭
0x0D6E,3438,൮
0x0D6F,3439,൯
,,
0x0D82,3458,ං
0x0D83,3459,ඃ
0x0D85,3461,අ
0x0D86,3462,ආ
0x0D87,3463,ඇ
0x0D88,3464,ඈ
0x0D89,3465,ඉ
0x0D8A,3466,ඊ
0x0D8B,3467,උ
0x0D8C,3468,ඌ
0x0D8D,3469,ඍ
0x0D8E,3470,ඎ
0x0D8F,3471,ඏ
0x0D90,3472,ඐ
0x0D91,3473,එ
0x0D92,3474,ඒ
0x0D93,3475,ඓ
0x0D94,3476,ඔ
0x0D95,3477,ඕ
0x0D96,3478,ඖ
0x0D9A,3482,ක
0x0D9B,3483,ඛ
0x0D9C,3484,ග
0x0D9D,3485,ඝ
0x0D9E,3486,ඞ
0x0D9F,3487,ඟ
0x0DA0,3488,ච
0x0DA1,3489,ඡ
0x0DA2,3490,ජ
0x0DA3,3491,ඣ
0x0DA4,3492,ඤ
0x0DA5,3493,ඥ
0x0DA6,3494,ඦ
0x0DA7,3495,ට
0x0DA8,3496,ඨ
0x0DA9,3497,ඩ
0x0DAA,3498,ඪ
0x0DAB,3499,ණ
0x0DAC,3500,ඬ
0x0DAD,3501,ත
0x0DAE,3502,ථ
0x0DAF,3503,ද
0x0DB0,3504,ධ
0x0DB1,3505,න
0x0DB3,3507,ඳ
0x0DB4,3508,ප
0x0DB5,3509,ඵ
0x0DB6,3510,බ
0x0DB7,3511,භ
0x0DB8,3512,ම
0x0DB9,3513,ඹ
0x0DBA,3514,ය
0x0DBB,3515,ර
0x0DBD,3517,ල
0x0DC0,3520,ව
0x0DC1,3521,ශ
0x0DC2,3522,ෂ
0x0DC3,3523,ස
0x0DC4,3524,හ
0x0DC5,3525,ළ
0x0DC6,3526,ෆ
0x0DCA,3530,්
0x0DCF,3535,ා
0x0DD0,3536,ැ
0x0DD1,3537,ෑ
0x0DD2,3538,ි
0x0DD3,3539,ී
0x0DD4,3540,ු
0x0DD6,3542,ූ
0x0DD8,3544,ෘ
0x0DD9,3545,ෙ
0x0DDA,3546,ේ
0x0DDB,3547,ෛ
0x0DDC,3548,ො
0x0DDD,3549,ෝ
0x0DDE,3550,ෞ
0x0DDF,3551,ෟ
0x0DF2,3570,ෲ
0x0DF3,3571,ෳ
0x0DF4,3572,෴
,,
0x0E01,3585,ก
0x0E02,3586,ข
0x0E03,3587,ฃ
0x0E04,3588,ค
0x0E05,3589,ฅ
0x0E06,3590,ฆ
0x0E07,3591,ง
0x0E08,3592,จ
0x0E09,3593,ฉ
0x0E0A,3594,ช
0x0E0B,3595,ซ
0x0E0C,3596,ฌ
0x0E0D,3597,ญ
0x0E0E,3598,ฎ
0x0E0F,3599,ฏ
0x0E10,3600,ฐ
0x0E11,3601,ฑ
0x0E12,3602,ฒ
0x0E13,3603,ณ
0x0E14,3604,ด
0x0E15,3605,ต
0x0E16,3606,ถ
0x0E17,3607,ท
0x0E18,3608,ธ
0x0E19,3609,น
0x0E1A,3610,บ
0x0E1B,3611,ป
0x0E1C,3612,ผ
0x0E1D,3613,ฝ
0x0E1E,3614,พ
0x0E1F,3615,ฟ
0x0E20,3616,ภ
0x0E21,3617,ม
0x0E22,3618,ย
0x0E23,3619,ร
0x0E24,3620,ฤ
0x0E25,3621,ล
0x0E26,3622,ฦ
0x0E27,3623,ว
0x0E28,3624,ศ
0x0E29,3625,ษ
0x0E2A,3626,ส
0x0E2B,3627,ห
0x0E2C,3628,ฬ
0x0E2D,3629,อ
0x0E2E,3630,ฮ
0x0E2F,3631,ฯ
0x0E30,3632,ะ
0x0E31,3633,ั
0x0E32,3634,า
0x0E33,3635,ำ
0x0E34,3636,ิ
0x0E35,3637,ี
0x0E36,3638,ึ
0x0E37,3639,ื
0x0E38,3640,ุ
0x0E39,3641,ู
0x0E3A,3642,ฺ
0x0E3F,3647,฿
0x0E40,3648,เ
0x0E41,3649,แ
0x0E42,3650,โ
0x0E43,3651,ใ
0x0E44,3652,ไ
0x0E45,3653,ๅ
0x0E46,3654,ๆ
0x0E47,3655,็
0x0E48,3656,่
0x0E49,3657,้
0x0E4A,3658,๊
0x0E4B,3659,๋
0x0E4C,3660,์
0x0E4D,3661,ํ
0x0E4E,3662,๎
0x0E4F,3663,๏
0x0E50,3664,๐
0x0E51,3665,๑
0x0E52,3666,๒
0x0E53,3667,๓
0x0E54,3668,๔
0x0E55,3669,๕
0x0E56,3670,๖
0x0E57,3671,๗
0x0E58,3672,๘
0x0E59,3673,๙
0x0E5A,3674,๚
0x0E5B,3675,๛
,,
0x0E81,3713,ກ
0x0E82,3714,ຂ
0x0E84,3716,ຄ
0x0E87,3719,ງ
0x0E88,3720,ຈ
0x0E8A,3722,ຊ
0x0E8D,3725,ຍ
0x0E94,3732,ດ
0x0E95,3733,ຕ
0x0E96,3734,ຖ
0x0E97,3735,ທ
0x0E99,3737,ນ
0x0E9A,3738,ບ
0x0E9B,3739,ປ
0x0E9C,3740,ຜ
0x0E9D,3741,ຝ
0x0E9E,3742,ພ
0x0E9F,3743,ຟ
0x0EA1,3745,ມ
0x0EA2,3746,ຢ
0x0EA3,3747,ຣ
0x0EA5,3749,ລ
0x0EA7,3751,ວ
0x0EAA,3754,ສ
0x0EAB,3755,ຫ
0x0EAD,3757,ອ
0x0EAE,3758,ຮ
0x0EAF,3759,ຯ
0x0EB0,3760,ະ
0x0EB1,3761,ັ
0x0EB2,3762,າ
0x0EB3,3763,ຳ
0x0EB4,3764,ິ
0x0EB5,3765,ີ
0x0EB6,3766,ຶ
0x0EB7,3767,ື
0x0EB8,3768,ຸ
0x0EB9,3769,ູ
0x0EBB,3771,ົ
0x0EBC,3772,ຼ
0x0EBD,3773,ຽ
0x0EC0,3776,ເ
0x0EC1,3777,ແ
0x0EC2,3778,ໂ
0x0EC3,3779,ໃ
0x0EC4,3780,ໄ
0x0EC6,3782,ໆ
0x0EC8,3784,່
0x0EC9,3785,້
0x0ECA,3786,໊
0x0ECB,3787,໋
0x0ECC,3788,໌
0x0ECD,3789,ໍ
0x0ED0,3792,໐
0x0ED1,3793,໑
0x0ED2,3794,໒
0x0ED3,3795,໓
0x0ED4,3796,໔
0x0ED5,3797,໕
0x0ED6,3798,໖
0x0ED7,3799,໗
0x0ED8,3800,໘
0x0ED9,3801,໙
0x0EDC,3804,ໜ
0x0EDD,3805,ໝ
,,
0x0F00,3840,ༀ
0x0F01,3841,༁
0x0F02,3842,༂
0x0F03,3843,༃
0x0F04,3844,༄
0x0F05,3845,༅
0x0F06,3846,༆
0x0F07,3847,༇
0x0F08,3848,༈
0x0F09,3849,༉
0x0F0A,3850,༊
0x0F0B,3851,་
0x0F0C,3852,༌
0x0F0D,3853,།
0x0F0E,3854,༎
0x0F0F,3855,༏
0x0F10,3856,༐
0x0F11,3857,༑
0x0F12,3858,༒
0x0F13,3859,༓
0x0F14,3860,༔
0x0F15,3861,༕
0x0F16,3862,༖
0x0F17,3863,༗
0x0F18,3864,༘
0x0F19,3865,༙
0x0F1A,3866,༚
0x0F1B,3867,༛
0x0F1C,3868,༜
0x0F1D,3869,༝
0x0F1E,3870,༞
0x0F1F,3871,༟
0x0F20,3872,༠
0x0F21,3873,༡
0x0F22,3874,༢
0x0F23,3875,༣
0x0F24,3876,༤
0x0F25,3877,༥
0x0F26,3878,༦
0x0F27,3879,༧
0x0F28,3880,༨
0x0F29,3881,༩
0x0F2A,3882,༪
0x0F2B,3883,༫
0x0F2C,3884,༬
0x0F2D,3885,༭
0x0F2E,3886,༮
0x0F2F,3887,༯
0x0F30,3888,༰
0x0F31,3889,༱
0x0F32,3890,༲
0x0F33,3891,༳
0x0F34,3892,༴
0x0F35,3893,༵
0x0F36,3894,༶
0x0F37,3895,༷
0x0F38,3896,༸
0x0F39,3897,༹
0x0F3A,3898,༺
0x0F3B,3899,༻
0x0F3C,3900,༼
0x0F3D,3901,༽
0x0F3E,3902,༾
0x0F3F,3903,༿
0x0F40,3904,ཀ
0x0F41,3905,ཁ
0x0F42,3906,ག
0x0F43,3907,གྷ
0x0F44,3908,ང
0x0F45,3909,ཅ
0x0F46,3910,ཆ
0x0F47,3911,ཇ
0x0F49,3913,ཉ
0x0F4A,3914,ཊ
0x0F4B,3915,ཋ
0x0F4C,3916,ཌ
0x0F4D,3917,ཌྷ
0x0F4E,3918,ཎ
0x0F4F,3919,ཏ
0x0F50,3920,ཐ
0x0F51,3921,ད
0x0F52,3922,དྷ
0x0F53,3923,ན
0x0F54,3924,པ
0x0F55,3925,ཕ
0x0F56,3926,བ
0x0F57,3927,བྷ
0x0F58,3928,མ
0x0F59,3929,ཙ
0x0F5A,3930,ཚ
0x0F5B,3931,ཛ
0x0F5C,3932,ཛྷ
0x0F5D,3933,ཝ
0x0F5E,3934,ཞ
0x0F5F,3935,ཟ
0x0F60,3936,འ
0x0F61,3937,ཡ
0x0F62,3938,ར
0x0F63,3939,ལ
0x0F64,3940,ཤ
0x0F65,3941,ཥ
0x0F66,3942,ས
0x0F67,3943,ཧ
0x0F68,3944,ཨ
0x0F69,3945,ཀྵ
0x0F6A,3946,ཪ
0x0F71,3953,ཱ
0x0F72,3954,ི
0x0F73,3955,ཱི
0x0F74,3956,ུ
0x0F75,3957,ཱུ
0x0F76,3958,ྲྀ
0x0F77,3959,ཷ
0x0F78,3960,ླྀ
0x0F79,3961,ཹ
0x0F7A,3962,ེ
0x0F7B,3963,ཻ
0x0F7C,3964,ོ
0x0F7D,3965,ཽ
0x0F7E,3966,ཾ
0x0F7F,3967,ཿ
0x0F80,3968,ྀ
0x0F81,3969,ཱྀ
0x0F82,3970,ྂ
0x0F83,3971,ྃ
0x0F84,3972,྄
0x0F85,3973,྅
0x0F86,3974,྆
0x0F87,3975,྇
0x0F88,3976,ྈ
0x0F89,3977,ྉ
0x0F8A,3978,ྊ
0x0F8B,3979,ྋ
0x0F90,3984,ྐ
0x0F91,3985,ྑ
0x0F92,3986,ྒ
0x0F93,3987,ྒྷ
0x0F94,3988,ྔ
0x0F95,3989,ྕ
0x0F96,3990,ྖ
0x0F97,3991,ྗ
0x0F99,3993,ྙ
0x0F9A,3994,ྚ
0x0F9B,3995,ྛ
0x0F9C,3996,ྜ
0x0F9D,3997,ྜྷ
0x0F9E,3998,ྞ
0x0F9F,3999,ྟ
0x0FA0,4000,ྠ
0x0FA1,4001,ྡ
0x0FA2,4002,ྡྷ
0x0FA3,4003,ྣ
0x0FA4,4004,ྤ
0x0FA5,4005,ྥ
0x0FA6,4006,ྦ
0x0FA7,4007,ྦྷ
0x0FA8,4008,ྨ
0x0FA9,4009,ྩ
0x0FAA,4010,ྪ
0x0FAB,4011,ྫ
0x0FAC,4012,ྫྷ
0x0FAD,4013,ྭ
0x0FAE,4014,ྮ
0x0FAF,4015,ྯ
0x0FB0,4016,ྰ
0x0FB1,4017,ྱ
0x0FB2,4018,ྲ
0x0FB3,4019,ླ
0x0FB4,4020,ྴ
0x0FB5,4021,ྵ
0x0FB6,4022,ྶ
0x0FB7,4023,ྷ
0x0FB8,4024,ྸ
0x0FB9,4025,ྐྵ
0x0FBA,4026,ྺ
0x0FBB,4027,ྻ
0x0FBC,4028,ྼ
0x0FBE,4030,྾
0x0FBF,4031,྿
0x0FC0,4032,࿀
0x0FC1,4033,࿁
0x0FC2,4034,࿂
0x0FC3,4035,࿃
0x0FC4,4036,࿄
0x0FC5,4037,࿅
0x0FC6,4038,࿆
0x0FC7,4039,࿇
0x0FC8,4040,࿈
0x0FC9,4041,࿉
0x0FCA,4042,࿊
0x0FCB,4043,࿋
0x0FCC,4044,࿌
0x0FCF,4047,࿏
,,
0x1000,4096,က
0x1001,4097,ခ
0x1002,4098,ဂ
0x1003,4099,ဃ
0x1004,4100,င
0x1005,4101,စ
0x1006,4102,ဆ
0x1007,4103,ဇ
0x1008,4104,ဈ
0x1009,4105,ဉ
0x100A,4106,ည
0x100B,4107,ဋ
0x100C,4108,ဌ
0x100D,4109,ဍ
0x100E,4110,ဎ
0x100F,4111,ဏ
0x1010,4112,တ
0x1011,4113,ထ
0x1012,4114,ဒ
0x1013,4115,ဓ
0x1014,4116,န
0x1015,4117,ပ
0x1016,4118,ဖ
0x1017,4119,ဗ
0x1018,4120,ဘ
0x1019,4121,မ
0x101A,4122,ယ
0x101B,4123,ရ
0x101C,4124,လ
0x101D,4125,ဝ
0x101E,4126,သ
0x101F,4127,ဟ
0x1020,4128,ဠ
0x1021,4129,အ
0x1023,4131,ဣ
0x1024,4132,ဤ
0x1025,4133,ဥ
0x1026,4134,ဦ
0x1027,4135,ဧ
0x1029,4137,ဩ
0x102A,4138,ဪ
0x102C,4140,ာ
0x102D,4141,ိ
0x102E,4142,ီ
0x102F,4143,ု
0x1030,4144,ူ
0x1031,4145,ေ
0x1032,4146,ဲ
0x1036,4150,ံ
0x1037,4151,့
0x1038,4152,း
0x1039,4153,္
0x1040,4160,၀
0x1041,4161,၁
0x1042,4162,၂
0x1043,4163,၃
0x1044,4164,၄
0x1045,4165,၅
0x1046,4166,၆
0x1047,4167,၇
0x1048,4168,၈
0x1049,4169,၉
0x104A,4170,၊
0x104B,4171,။
0x104C,4172,၌
0x104D,4173,၍
0x104E,4174,၎
0x104F,4175,၏
0x1050,4176,ၐ
0x1051,4177,ၑ
0x1052,4178,ၒ
0x1053,4179,ၓ
0x1054,4180,ၔ
0x1055,4181,ၕ
0x1056,4182,ၖ
0x1057,4183,ၗ
0x1058,4184,ၘ
0x1059,4185,ၙ
,,
0x10A0,4256,Ⴀ
0x10A1,4257,Ⴁ
0x10A2,4258,Ⴂ
0x10A3,4259,Ⴃ
0x10A4,4260,Ⴄ
0x10A5,4261,Ⴅ
0x10A6,4262,Ⴆ
0x10A7,4263,Ⴇ
0x10A8,4264,Ⴈ
0x10A9,4265,Ⴉ
0x10AA,4266,Ⴊ
0x10AB,4267,Ⴋ
0x10AC,4268,Ⴌ
0x10AD,4269,Ⴍ
0x10AE,4270,Ⴎ
0x10AF,4271,Ⴏ
0x10B0,4272,Ⴐ
0x10B1,4273,Ⴑ
0x10B2,4274,Ⴒ
0x10B3,4275,Ⴓ
0x10B4,4276,Ⴔ
0x10B5,4277,Ⴕ
0x10B6,4278,Ⴖ
0x10B7,4279,Ⴗ
0x10B8,4280,Ⴘ
0x10B9,4281,Ⴙ
0x10BA,4282,Ⴚ
0x10BB,4283,Ⴛ
0x10BC,4284,Ⴜ
0x10BD,4285,Ⴝ
0x10BE,4286,Ⴞ
0x10BF,4287,Ⴟ
0x10C0,4288,Ⴠ
0x10C1,4289,Ⴡ
0x10C2,4290,Ⴢ
0x10C3,4291,Ⴣ
0x10C4,4292,Ⴤ
0x10C5,4293,Ⴥ
0x10D0,4304,ა
0x10D1,4305,ბ
0x10D2,4306,გ
0x10D3,4307,დ
0x10D4,4308,ე
0x10D5,4309,ვ
0x10D6,4310,ზ
0x10D7,4311,თ
0x10D8,4312,ი
0x10D9,4313,კ
0x10DA,4314,ლ
0x10DB,4315,მ
0x10DC,4316,ნ
0x10DD,4317,ო
0x10DE,4318,პ
0x10DF,4319,ჟ
0x10E0,4320,რ
0x10E1,4321,ს
0x10E2,4322,ტ
0x10E3,4323,უ
0x10E4,4324,ფ
0x10E5,4325,ქ
0x10E6,4326,ღ
0x10E7,4327,ყ
0x10E8,4328,შ
0x10E9,4329,ჩ
0x10EA,4330,ც
0x10EB,4331,ძ
0x10EC,4332,წ
0x10ED,4333,ჭ
0x10EE,4334,ხ
0x10EF,4335,ჯ
0x10F0,4336,ჰ
0x10F1,4337,ჱ
0x10F2,4338,ჲ
0x10F3,4339,ჳ
0x10F4,4340,ჴ
0x10F5,4341,ჵ
0x10F6,4342,ჶ
0x10FB,4347,჻
,,
0x1100,4352,ᄀ
0x1101,4353,ᄁ
0x1102,4354,ᄂ
0x1103,4355,ᄃ
0x1104,4356,ᄄ
0x1105,4357,ᄅ
0x1106,4358,ᄆ
0x1107,4359,ᄇ
0x1108,4360,ᄈ
0x1109,4361,ᄉ
0x110A,4362,ᄊ
0x110B,4363,ᄋ
0x110C,4364,ᄌ
0x110D,4365,ᄍ
0x110E,4366,ᄎ
0x110F,4367,ᄏ
0x1110,4368,ᄐ
0x1111,4369,ᄑ
0x1112,4370,ᄒ
0x1113,4371,ᄓ
0x1114,4372,ᄔ
0x1115,4373,ᄕ
0x1116,4374,ᄖ
0x1117,4375,ᄗ
0x1118,4376,ᄘ
0x1119,4377,ᄙ
0x111A,4378,ᄚ
0x111B,4379,ᄛ
0x111C,4380,ᄜ
0x111D,4381,ᄝ
0x111E,4382,ᄞ
0x111F,4383,ᄟ
0x1120,4384,ᄠ
0x1121,4385,ᄡ
0x1122,4386,ᄢ
0x1123,4387,ᄣ
0x1124,4388,ᄤ
0x1125,4389,ᄥ
0x1126,4390,ᄦ
0x1127,4391,ᄧ
0x1128,4392,ᄨ
0x1129,4393,ᄩ
0x112A,4394,ᄪ
0x112B,4395,ᄫ
0x112C,4396,ᄬ
0x112D,4397,ᄭ
0x112E,4398,ᄮ
0x112F,4399,ᄯ
0x1130,4400,ᄰ
0x1131,4401,ᄱ
0x1132,4402,ᄲ
0x1133,4403,ᄳ
0x1134,4404,ᄴ
0x1135,4405,ᄵ
0x1136,4406,ᄶ
0x1137,4407,ᄷ
0x1138,4408,ᄸ
0x1139,4409,ᄹ
0x113A,4410,ᄺ
0x113B,4411,ᄻ
0x113C,4412,ᄼ
0x113D,4413,ᄽ
0x113E,4414,ᄾ
0x113F,4415,ᄿ
0x1140,4416,ᅀ
0x1141,4417,ᅁ
0x1142,4418,ᅂ
0x1143,4419,ᅃ
0x1144,4420,ᅄ
0x1145,4421,ᅅ
0x1146,4422,ᅆ
0x1147,4423,ᅇ
0x1148,4424,ᅈ
0x1149,4425,ᅉ
0x114A,4426,ᅊ
0x114B,4427,ᅋ
0x114C,4428,ᅌ
0x114D,4429,ᅍ
0x114E,4430,ᅎ
0x114F,4431,ᅏ
0x1150,4432,ᅐ
0x1151,4433,ᅑ
0x1152,4434,ᅒ
0x1153,4435,ᅓ
0x1154,4436,ᅔ
0x1155,4437,ᅕ
0x1156,4438,ᅖ
0x1157,4439,ᅗ
0x1158,4440,ᅘ
0x1159,4441,ᅙ
0x115F,4447,ᅟ
0x1160,4448,ᅠ
0x1161,4449,ᅡ
0x1162,4450,ᅢ
0x1163,4451,ᅣ
0x1164,4452,ᅤ
0x1165,4453,ᅥ
0x1166,4454,ᅦ
0x1167,4455,ᅧ
0x1168,4456,ᅨ
0x1169,4457,ᅩ
0x116A,4458,ᅪ
0x116B,4459,ᅫ
0x116C,4460,ᅬ
0x116D,4461,ᅭ
0x116E,4462,ᅮ
0x116F,4463,ᅯ
0x1170,4464,ᅰ
0x1171,4465,ᅱ
0x1172,4466,ᅲ
0x1173,4467,ᅳ
0x1174,4468,ᅴ
0x1175,4469,ᅵ
0x1176,4470,ᅶ
0x1177,4471,ᅷ
0x1178,4472,ᅸ
0x1179,4473,ᅹ
0x117A,4474,ᅺ
0x117B,4475,ᅻ
0x117C,4476,ᅼ
0x117D,4477,ᅽ
0x117E,4478,ᅾ
0x117F,4479,ᅿ
0x1180,4480,ᆀ
0x1181,4481,ᆁ
0x1182,4482,ᆂ
0x1183,4483,ᆃ
0x1184,4484,ᆄ
0x1185,4485,ᆅ
0x1186,4486,ᆆ
0x1187,4487,ᆇ
0x1188,4488,ᆈ
0x1189,4489,ᆉ
0x118A,4490,ᆊ
0x118B,4491,ᆋ
0x118C,4492,ᆌ
0x118D,4493,ᆍ
0x118E,4494,ᆎ
0x118F,4495,ᆏ
0x1190,4496,ᆐ
0x1191,4497,ᆑ
0x1192,4498,ᆒ
0x1193,4499,ᆓ
0x1194,4500,ᆔ
0x1195,4501,ᆕ
0x1196,4502,ᆖ
0x1197,4503,ᆗ
0x1198,4504,ᆘ
0x1199,4505,ᆙ
0x119A,4506,ᆚ
0x119B,4507,ᆛ
0x119C,4508,ᆜ
0x119D,4509,ᆝ
0x119E,4510,ᆞ
0x119F,4511,ᆟ
0x11A0,4512,ᆠ
0x11A1,4513,ᆡ
0x11A2,4514,ᆢ
0x11A8,4520,ᆨ
0x11A9,4521,ᆩ
0x11AA,4522,ᆪ
0x11AB,4523,ᆫ
0x11AC,4524,ᆬ
0x11AD,4525,ᆭ
0x11AE,4526,ᆮ
0x11AF,4527,ᆯ
0x11B0,4528,ᆰ
0x11B1,4529,ᆱ
0x11B2,4530,ᆲ
0x11B3,4531,ᆳ
0x11B4,4532,ᆴ
0x11B5,4533,ᆵ
0x11B6,4534,ᆶ
0x11B7,4535,ᆷ
0x11B8,4536,ᆸ
0x11B9,4537,ᆹ
0x11BA,4538,ᆺ
0x11BB,4539,ᆻ
0x11BC,4540,ᆼ
0x11BD,4541,ᆽ
0x11BE,4542,ᆾ
0x11BF,4543,ᆿ
0x11C0,4544,ᇀ
0x11C1,4545,ᇁ
0x11C2,4546,ᇂ
0x11C3,4547,ᇃ
0x11C4,4548,ᇄ
0x11C5,4549,ᇅ
0x11C6,4550,ᇆ
0x11C7,4551,ᇇ
0x11C8,4552,ᇈ
0x11C9,4553,ᇉ
0x11CA,4554,ᇊ
0x11CB,4555,ᇋ
0x11CC,4556,ᇌ
0x11CD,4557,ᇍ
0x11CE,4558,ᇎ
0x11CF,4559,ᇏ
0x11D0,4560,ᇐ
0x11D1,4561,ᇑ
0x11D2,4562,ᇒ
0x11D3,4563,ᇓ
0x11D4,4564,ᇔ
0x11D5,4565,ᇕ
0x11D6,4566,ᇖ
0x11D7,4567,ᇗ
0x11D8,4568,ᇘ
0x11D9,4569,ᇙ
0x11DA,4570,ᇚ
0x11DB,4571,ᇛ
0x11DC,4572,ᇜ
0x11DD,4573,ᇝ
0x11DE,4574,ᇞ
0x11DF,4575,ᇟ
0x11E0,4576,ᇠ
0x11E1,4577,ᇡ
0x11E2,4578,ᇢ
0x11E3,4579,ᇣ
0x11E4,4580,ᇤ
0x11E5,4581,ᇥ
0x11E6,4582,ᇦ
0x11E7,4583,ᇧ
0x11E8,4584,ᇨ
0x11E9,4585,ᇩ
0x11EA,4586,ᇪ
0x11EB,4587,ᇫ
0x11EC,4588,ᇬ
0x11ED,4589,ᇭ
0x11EE,4590,ᇮ
0x11EF,4591,ᇯ
0x11F0,4592,ᇰ
0x11F1,4593,ᇱ
0x11F2,4594,ᇲ
0x11F3,4595,ᇳ
0x11F4,4596,ᇴ
