Position,Decimal,Appearance
0x2647,9799,♇
0x2648,9800,♈
0x2649,9801,♉
0x264A,9802,♊
0x264B,9803,♋
0x264C,9804,♌
0x264D,9805,♍
0x264E,9806,♎
0x264F,9807,♏
0x2650,9808,♐
0x2651,9809,♑
0x2652,9810,♒
0x2653,9811,♓
0x2654,9812,♔
0x2655,9813,♕
0x2656,9814,♖
0x2657,9815,♗
0x2658,9816,♘
0x2659,9817,♙
0x265A,9818,♚
0x265B,9819,♛
0x265C,9820,♜
0x265D,9821,♝
0x265E,9822,♞
0x265F,9823,♟
0x2660,9824,♠
0x2661,9825,♡
0x2662,9826,♢
0x2663,9827,♣
0x2664,9828,♤
0x2665,9829,♥
0x2666,9830,♦
0x2667,9831,♧
0x2668,9832,♨
0x2669,9833,♩
0x266A,9834,♪
0x266B,9835,♫
0x266C,9836,♬
0x266D,9837,♭
0x266E,9838,♮
0x266F,9839,♯
0x2670,9840,♰
0x2671,9841,♱
,,
0x2701,9985,✁
0x2702,9986,✂
0x2703,9987,✃
0x2704,9988,✄
0x2706,9990,✆
0x2707,9991,✇
0x2708,9992,✈
0x2709,9993,✉
0x270C,9996,✌
0x270D,9997,✍
0x270E,9998,✎
0x270F,9999,✏
0x2710,10000,✐
0x2711,10001,✑
0x2712,10002,✒
0x2713,10003,✓
0x2714,10004,✔
0x2715,10005,✕
0x2716,10006,✖
0x2717,10007,✗
0x2718,10008,✘
0x2719,10009,✙
0x271A,10010,✚
0x271B,10011,✛
0x271C,10012,✜
0x271D,10013,✝
0x271E,10014,✞
0x271F,10015,✟
0x2720,10016,✠
0x2721,10017,✡
0x2722,10018,✢
0x2723,10019,✣
0x2724,10020,✤
0x2725,10021,✥
0x2726,10022,✦
0x2727,10023,✧
0x2729,10025,✩
0x272A,10026,✪
0x272B,10027,✫
0x272C,10028,✬
0x272D,10029,✭
0x272E,10030,✮
0x272F,10031,✯
0x2730,10032,✰
0x2731,10033,✱
0x2732,10034,✲
0x2733,10035,✳
0x2734,10036,✴
0x2735,10037,✵
0x2736,10038,✶
0x2737,10039,✷
0x2738,10040,✸
0x2739,10041,✹
0x273A,10042,✺
0x273B,10043,✻
0x273C,10044,✼
0x273D,10045,✽
0x273E,10046,✾
0x273F,10047,✿
0x2740,10048,❀
0x2741,10049,❁
0x2742,10050,❂
0x2743,10051,❃
0x2744,10052,❄
0x2745,10053,❅
0x2746,10054,❆
0x2747,10055,❇
0x2748,10056,❈
0x2749,10057,❉
0x274A,10058,❊
0x274B,10059,❋
0x274D,10061,❍
0x274F,10063,❏
0x2750,10064,❐
0x2751,10065,❑
0x2752,10066,❒
0x2756,10070,❖
0x2758,10072,❘
0x2759,10073,❙
0x275A,10074,❚
0x275B,10075,❛
0x275C,10076,❜
0x275D,10077,❝
0x275E,10078,❞
0x2761,10081,❡
0x2762,10082,❢
0x2763,10083,❣
0x2764,10084,❤
0x2765,10085,❥
0x2766,10086,❦
0x2767,10087,❧
0x2776,10102,❶
0x2777,10103,❷
0x2778,10104,❸
0x2779,10105,❹
0x277A,10106,❺
0x277B,10107,❻
0x277C,10108,❼
0x277D,10109,❽
0x277E,10110,❾
0x277F,10111,❿
0x2780,10112,➀
0x2781,10113,➁
0x2782,10114,➂
0x2783,10115,➃
0x2784,10116,➄
0x2785,10117,➅
0x2786,10118,➆
0x2787,10119,➇
0x2788,10120,➈
0x2789,10121,➉
0x278A,10122,➊
0x278B,10123,➋
0x278C,10124,➌
0x278D,10125,➍
0x278E,10126,➎
0x278F,10127,➏
0x2790,10128,➐
0x2791,10129,➑
0x2792,10130,➒
0x2793,10131,➓
0x2794,10132,➔
0x2798,10136,➘
0x2799,10137,➙
0x279A,10138,➚
0x279B,10139,➛
0x279C,10140,➜
0x279D,10141,➝
0x279E,10142,➞
0x279F,10143,➟
0x27A0,10144,➠
0x27A1,10145,➡
0x27A2,10146,➢
0x27A3,10147,➣
0x27A4,10148,➤
0x27A5,10149,➥
0x27A6,10150,➦
0x27A7,10151,➧
0x27A8,10152,➨
0x27A9,10153,➩
0x27AA,10154,➪
0x27AB,10155,➫
0x27AC,10156,➬
0x27AD,10157,➭
0x27AE,10158,➮
0x27AF,10159,➯
0x27B1,10161,➱
0x27B2,10162,➲
0x27B3,10163,➳
0x27B4,10164,➴
0x27B5,10165,➵
0x27B6,10166,➶
0x27B7,10167,➷
0x27B8,10168,➸
0x27B9,10169,➹
0x27BA,10170,➺
0x27BB,10171,➻
0x27BC,10172,➼
0x27BD,10173,➽
0x27BE,10174,➾
,,
0x2800,10240,⠀
0x2801,10241,⠁
0x2802,10242,⠂
0x2803,10243,⠃
0x2804,10244,⠄
0x2805,10245,⠅
0x2806,10246,⠆
0x2807,10247,⠇
0x2808,10248,⠈
0x2809,10249,⠉
0x280A,10250,⠊
0x280B,10251,⠋
0x280C,10252,⠌
0x280D,10253,⠍
0x280E,10254,⠎
0x280F,10255,⠏
0x2810,10256,⠐
0x2811,10257,⠑
0x2812,10258,⠒
0x2813,10259,⠓
0x2814,10260,⠔
0x2815,10261,⠕
0x2816,10262,⠖
0x2817,10263,⠗
0x2818,10264,⠘
0x2819,10265,⠙
0x281A,10266,⠚
0x281B,10267,⠛
0x281C,10268,⠜
0x281D,10269,⠝
0x281E,10270,⠞
0x281F,10271,⠟
0x2820,10272,⠠
0x2821,10273,⠡
0x2822,10274,⠢
0x2823,10275,⠣
0x2824,10276,⠤
0x2825,10277,⠥
0x2826,10278,⠦
0x2827,10279,⠧
0x2828,10280,⠨
0x2829,10281,⠩
0x282A,10282,⠪
0x282B,10283,⠫
0x282C,10284,⠬
0x282D,10285,⠭
0x282E,10286,⠮
0x282F,10287,⠯
0x2830,10288,⠰
0x2831,10289,⠱
0x2832,10290,⠲
0x2833,10291,⠳
0x2834,10292,⠴
0x2835,10293,⠵
0x2836,10294,⠶
0x2837,10295,⠷
0x2838,10296,⠸
0x2839,10297,⠹
0x283A,10298,⠺
0x283B,10299,⠻
0x283C,10300,⠼
0x283D,10301,⠽
0x283E,10302,⠾
0x283F,10303,⠿
0x2840,10304,⡀
0x2841,10305,⡁
0x2842,10306,⡂
0x2843,10307,⡃
0x2844,10308,⡄
0x2845,10309,⡅
0x2846,10310,⡆
0x2847,10311,⡇
0x2848,10312,⡈
0x2849,10313,⡉
0x284A,10314,⡊
0x284B,10315,⡋
0x284C,10316,⡌
0x284D,10317,⡍
0x284E,10318,⡎
0x284F,10319,⡏
0x2850,10320,⡐
0x2851,10321,⡑
0x2852,10322,⡒
0x2853,10323,⡓
0x2854,10324,⡔
0x2855,10325,⡕
0x2856,10326,⡖
0x2857,10327,⡗
0x2858,10328,⡘
0x2859,10329,⡙
0x285A,10330,⡚
0x285B,10331,⡛
0x285C,10332,⡜
0x285D,10333,⡝
0x285E,10334,⡞
0x285F,10335,⡟
0x2860,10336,⡠
0x2861,10337,⡡
0x2862,10338,⡢
0x2863,10339,⡣
0x2864,10340,⡤
0x2865,10341,⡥
0x2866,10342,⡦
0x2867,10343,⡧
0x2868,10344,⡨
0x2869,10345,⡩
0x286A,10346,⡪
0x286B,10347,⡫
0x286C,10348,⡬
0x286D,10349,⡭
0x286E,10350,⡮
0x286F,10351,⡯
0x2870,10352,⡰
0x2871,10353,⡱
0x2872,10354,⡲
0x2873,10355,⡳
0x2874,10356,⡴
0x2875,10357,⡵
0x2876,10358,⡶
0x2877,10359,⡷
0x2878,10360,⡸
0x2879,10361,⡹
0x287A,10362,⡺
0x287B,10363,⡻
0x287C,10364,⡼
0x287D,10365,⡽
0x287E,10366,⡾
0x287F,10367,⡿
0x2880,10368,⢀
0x2881,10369,⢁
0x2882,10370,⢂
0x2883,10371,⢃
0x2884,10372,⢄
0x2885,10373,⢅
0x2886,10374,⢆
0x2887,10375,⢇
0x2888,10376,⢈
0x2889,10377,⢉
0x288A,10378,⢊
0x288B,10379,⢋
0x288C,10380,⢌
0x288D,10381,⢍
0x288E,10382,⢎
0x288F,10383,⢏
0x2890,10384,⢐
0x2891,10385,⢑
0x2892,10386,⢒
0x2893,10387,⢓
0x2894,10388,⢔
0x2895,10389,⢕
0x2896,10390,⢖
0x2897,10391,⢗
0x2898,10392,⢘
0x2899,10393,⢙
0x289A,10394,⢚
0x289B,10395,⢛
0x289C,10396,⢜
0x289D,10397,⢝
0x289E,10398,⢞
0x289F,10399,⢟
0x28A0,10400,⢠
0x28A1,10401,⢡
0x28A2,10402,⢢
0x28A3,10403,⢣
0x28A4,10404,⢤
0x28A5,10405,⢥
0x28A6,10406,⢦
0x28A7,10407,⢧
0x28A8,10408,⢨
0x28A9,10409,⢩
0x28AA,10410,⢪
0x28AB,10411,⢫
0x28AC,10412,⢬
0x28AD,10413,⢭
0x28AE,10414,⢮
0x28AF,10415,⢯
0x28B0,10416,⢰
0x28B1,10417,⢱
0x28B2,10418,⢲
0x28B3,10419,⢳
0x28B4,10420,⢴
0x28B5,10421,⢵
0x28B6,10422,⢶
0x28B7,10423,⢷
0x28B8,10424,⢸
0x28B9,10425,⢹
0x28BA,10426,⢺
0x28BB,10427,⢻
0x28BC,10428,⢼
0x28BD,10429,⢽
0x28BE,10430,⢾
0x28BF,10431,⢿
0x28C0,10432,⣀
0x28C1,10433,⣁
0x28C2,10434,⣂
0x28C3,10435,⣃
0x28C4,10436,⣄
0x28C5,10437,⣅
0x28C6,10438,⣆
0x28C7,10439,⣇
0x28C8,10440,⣈
0x28C9,10441,⣉
0x28CA,10442,⣊
0x28CB,10443,⣋
0x28CC,10444,⣌
0x28CD,10445,⣍
0x28CE,10446,⣎
0x28CF,10447,⣏
0x28D0,10448,⣐
0x28D1,10449,⣑
0x28D2,10450,⣒
0x28D3,10451,⣓
0x28D4,10452,⣔
0x28D5,10453,⣕
0x28D6,10454,⣖
0x28D7,10455,⣗
0x28D8,10456,⣘
0x28D9,10457,⣙
0x28DA,10458,⣚
0x28DB,10459,⣛
0x28DC,10460,⣜
0x28DD,10461,⣝
0x28DE,10462,⣞
0x28DF,10463,⣟
0x28E0,10464,⣠
0x28E1,10465,⣡
0x28E2,10466,⣢
0x28E3,10467,⣣
0x28E4,10468,⣤
0x28E5,10469,⣥
0x28E6,10470,⣦
0x28E7,10471,⣧
0x28E8,10472,⣨
0x28E9,10473,⣩
0x28EA,10474,⣪
0x28EB,10475,⣫
0x28EC,10476,⣬
0x28ED,10477,⣭
0x28EE,10478,⣮
0x28EF,10479,⣯
0x28F0,10480,⣰
0x28F1,10481,⣱
0x28F2,10482,⣲
0x28F3,10483,⣳
0x28F4,10484,⣴
0x28F5,10485,⣵
0x28F6,10486,⣶
0x28F7,10487,⣷
0x28F8,10488,⣸
0x28F9,10489,⣹
0x28FA,10490,⣺
0x28FB,10491,⣻
0x28FC,10492,⣼
0x28FD,10493,⣽
0x28FE,10494,⣾
0x28FF,10495,⣿
,,
0x2E80,11904,⺀
0x2E81,11905,⺁
0x2E82,11906,⺂
0x2E83,11907,⺃
0x2E84,11908,⺄
0x2E85,11909,⺅
0x2E86,11910,⺆
0x2E87,11911,⺇
0x2E88,11912,⺈
0x2E89,11913,⺉
0x2E8A,11914,⺊
0x2E8B,11915,⺋
0x2E8C,11916,⺌
0x2E8D,11917,⺍
0x2E8E,11918,⺎
0x2E8F,11919,⺏
0x2E90,11920,⺐
0x2E91,11921,⺑
0x2E92,11922,⺒
0x2E93,11923,⺓
0x2E94,11924,⺔
0x2E95,11925,⺕
0x2E96,11926,⺖
0x2E97,11927,⺗
0x2E98,11928,⺘
0x2E99,11929,⺙
0x2E9B,11931,⺛
0x2E9C,11932,⺜
0x2E9D,11933,⺝
0x2E9E,11934,⺞
0x2E9F,11935,⺟
0x2EA0,11936,⺠
0x2EA1,11937,⺡
0x2EA2,11938,⺢
0x2EA3,11939,⺣
0x2EA4,11940,⺤
0x2EA5,11941,⺥
0x2EA6,11942,⺦
0x2EA7,11943,⺧
0x2EA8,11944,⺨
0x2EA9,11945,⺩
0x2EAA,11946,⺪
0x2EAB,11947,⺫
0x2EAC,11948,⺬
0x2EAD,11949,⺭
0x2EAE,11950,⺮
0x2EAF,11951,⺯
0x2EB0,11952,⺰
0x2EB1,11953,⺱
0x2EB2,11954,⺲
0x2EB3,11955,⺳
0x2EB4,11956,⺴
0x2EB5,11957,⺵
0x2EB6,11958,⺶
0x2EB7,11959,⺷
0x2EB8,11960,⺸
0x2EB9,11961,⺹
0x2EBA,11962,⺺
0x2EBB,11963,⺻
0x2EBC,11964,⺼
0x2EBD,11965,⺽
0x2EBE,11966,⺾
0x2EBF,11967,⺿
0x2EC0,11968,⻀
0x2EC1,11969,⻁
0x2EC2,11970,⻂
0x2EC3,11971,⻃
0x2EC4,11972,⻄
0x2EC5,11973,⻅
0x2EC6,11974,⻆
0x2EC7,11975,⻇
0x2EC8,11976,⻈
0x2EC9,11977,⻉
0x2ECA,11978,⻊
0x2ECB,11979,⻋
0x2ECC,11980,⻌
0x2ECD,11981,⻍
0x2ECE,11982,⻎
0x2ECF,11983,⻏
0x2ED0,11984,⻐
0x2ED1,11985,⻑
0x2ED2,11986,⻒
0x2ED3,11987,⻓
0x2ED4,11988,⻔
0x2ED5,11989,⻕
0x2ED6,11990,⻖
0x2ED7,11991,⻗
0x2ED8,11992,⻘
0x2ED9,11993,⻙
0x2EDA,11994,⻚
0x2EDB,11995,⻛
0x2EDC,11996,⻜
0x2EDD,11997,⻝
0x2EDE,11998,⻞
0x2EDF,11999,⻟
0x2EE0,12000,⻠
0x2EE1,12001,⻡
0x2EE2,12002,⻢
0x2EE3,12003,⻣
0x2EE4,12004,⻤
0x2EE5,12005,⻥
0x2EE6,12006,⻦
0x2EE7,12007,⻧
0x2EE8,12008,⻨
0x2EE9,12009,⻩
0x2EEA,12010,⻪
0x2EEB,12011,⻫
0x2EEC,12012,⻬
0x2EED,12013,⻭
0x2EEE,12014,⻮
0x2EEF,12015,⻯
0x2EF0,12016,⻰
0x2EF1,12017,⻱
0x2EF2,12018,⻲
0x2EF3,12019,⻳
,,
0x2F00,12032,⼀
0x2F01,12033,⼁
0x2F02,12034,⼂
0x2F03,12035,⼃
0x2F04,12036,⼄
0x2F05,12037,⼅
0x2F06,12038,⼆
0x2F07,12039,⼇
0x2F08,12040,⼈
0x2F09,12041,⼉
0x2F0A,12042,⼊
0x2F0B,12043,⼋
0x2F0C,12044,⼌
0x2F0D,12045,⼍
0x2F0E,12046,⼎
0x2F0F,12047,⼏
0x2F10,12048,⼐
0x2F11,12049,⼑
0x2F12,12050,⼒
0x2F13,12051,⼓
0x2F14,12052,⼔
0x2F15,12053,⼕
0x2F16,12054,⼖
0x2F17,12055,⼗
0x2F18,12056,⼘
0x2F19,12057,⼙
0x2F1A,12058,⼚
0x2F1B,12059,⼛
0x2F1C,12060,⼜
0x2F1D,12061,⼝
0x2F1E,12062,⼞
0x2F1F,12063,⼟
0x2F20,12064,⼠
0x2F21,12065,⼡
0x2F22,12066,⼢
0x2F23,12067,⼣
0x2F24,12068,⼤
0x2F25,12069,⼥
0x2F26,12070,⼦
0x2F27,12071,⼧
0x2F28,12072,⼨
0x2F29,12073,⼩
0x2F2A,12074,⼪
0x2F2B,12075,⼫
0x2F2C,12076,⼬
0x2F2D,12077,⼭
0x2F2E,12078,⼮
0x2F2F,12079,⼯
0x2F30,12080,⼰
0x2F31,12081,⼱
0x2F32,12082,⼲
0x2F33,12083,⼳
0x2F34,12084,⼴
0x2F35,12085,⼵
0x2F36,12086,⼶
0x2F37,12087,⼷
0x2F38,12088,⼸
0x2F39,12089,⼹
0x2F3A,12090,⼺
0x2F3B,12091,⼻
0x2F3C,12092,⼼
0x2F3D,12093,⼽
0x2F3E,12094,⼾
0x2F3F,12095,⼿
0x2F40,12096,⽀
0x2F41,12097,⽁
0x2F42,12098,⽂
0x2F43,12099,⽃
0x2F44,12100,⽄
0x2F45,12101,⽅
0x2F46,12102,⽆
0x2F47,12103,⽇
0x2F48,12104,⽈
0x2F49,12105,⽉
0x2F4A,12106,⽊
0x2F4B,12107,⽋
0x2F4C,12108,⽌
0x2F4D,12109,⽍
0x2F4E,12110,⽎
0x2F4F,12111,⽏
0x2F50,12112,⽐
0x2F51,12113,⽑
0x2F52,12114,⽒
0x2F53,12115,⽓
0x2F54,12116,⽔
0x2F55,12117,⽕
0x2F56,12118,⽖
0x2F57,12119,⽗
0x2F58,12120,⽘
0x2F59,12121,⽙
0x2F5A,12122,⽚
0x2F5B,12123,⽛
0x2F5C,12124,⽜
0x2F5D,12125,⽝
0x2F5E,12126,⽞
0x2F5F,12127,⽟
0x2F60,12128,⽠
0x2F61,12129,⽡
0x2F62,12130,⽢
0x2F63,12131,⽣
0x2F64,12132,⽤
0x2F65,12133,⽥
0x2F66,12134,⽦
0x2F67,12135,⽧
0x2F68,12136,⽨
0x2F69,12137,⽩
0x2F6A,12138,⽪
0x2F6B,12139,⽫
0x2F6C,12140,⽬
0x2F6D,12141,⽭
0x2F6E,12142,⽮
0x2F6F,12143,⽯
0x2F70,12144,⽰
0x2F71,12145,⽱
0x2F72,12146,⽲
0x2F73,12147,⽳
0x2F74,12148,⽴
0x2F75,12149,⽵
0x2F76,12150,⽶
0x2F77,12151,⽷
0x2F78,12152,⽸
0x2F79,12153,⽹
0x2F7A,12154,⽺
0x2F7B,12155,⽻
0x2F7C,12156,⽼
0x2F7D,12157,⽽
0x2F7E,12158,⽾
0x2F7F,12159,⽿
0x2F80,12160,⾀
0x2F81,12161,⾁
0x2F82,12162,⾂
0x2F83,12163,⾃
0x2F84,12164,⾄
0x2F85,12165,⾅
0x2F86,12166,⾆
0x2F87,12167,⾇
0x2F88,12168,⾈
0x2F89,12169,⾉
0x2F8A,12170,⾊
0x2F8B,12171,⾋
0x2F8C,12172,⾌
0x2F8D,12173,⾍
0x2F8E,12174,⾎
0x2F8F,12175,⾏
0x2F90,12176,⾐
0x2F91,12177,⾑
0x2F92,12178,⾒
0x2F93,12179,⾓
0x2F94,12180,⾔
0x2F95,12181,⾕
0x2F96,12182,⾖
0x2F97,12183,⾗
0x2F98,12184,⾘
0x2F99,12185,⾙
0x2F9A,12186,⾚
0x2F9B,12187,⾛
0x2F9C,12188,⾜
0x2F9D,12189,⾝
0x2F9E,12190,⾞
0x2F9F,12191,⾟
0x2FA0,12192,⾠
0x2FA1,12193,⾡
0x2FA2,12194,⾢
0x2FA3,12195,⾣
0x2FA4,12196,⾤
0x2FA5,12197,⾥
0x2FA6,12198,⾦
0x2FA7,12199,⾧
0x2FA8,12200,⾨
0x2FA9,12201,⾩
0x2FAA,12202,⾪
0x2FAB,12203,⾫
0x2FAC,12204,⾬
0x2FAD,12205,⾭
0x2FAE,12206,⾮
0x2FAF,12207,⾯
0x2FB0,12208,⾰
0x2FB1,12209,⾱
0x2FB2,12210,⾲
0x2FB3,12211,⾳
0x2FB4,12212,⾴
0x2FB5,12213,⾵
0x2FB6,12214,⾶
0x2FB7,12215,⾷
0x2FB8,12216,⾸
0x2FB9,12217,⾹
0x2FBA,12218,⾺
0x2FBB,12219,⾻
0x2FBC,12220,⾼
0x2FBD,12221,⾽
0x2FBE,12222,⾾
0x2FBF,12223,⾿
0x2FC0,12224,⿀
0x2FC1,12225,⿁
0x2FC2,12226,⿂
0x2FC3,12227,⿃
0x2FC4,12228,⿄
0x2FC5,12229,⿅
0x2FC6,12230,⿆
0x2FC7,12231,⿇
0x2FC8,12232,⿈
0x2FC9,12233,⿉
0x2FCA,12234,⿊
0x2FCB,12235,⿋
0x2FCC,12236,⿌
0x2FCD,12237,⿍
0x2FCE,12238,⿎
0x2FCF,12239,⿏
0x2FD0,12240,⿐
0x2FD1,12241,⿑
0x2FD2,12242,⿒
0x2FD3,12243,⿓
0x2FD4,12244,⿔
0x2FD5,12245,⿕
,,
0x2FF0,12272,⿰
0x2FF1,12273,⿱
0x2FF2,12274,⿲
0x2FF3,12275,⿳
0x2FF4,12276,⿴
0x2FF5,12277,⿵
0x2FF6,12278,⿶
0x2FF7,12279,⿷
0x2FF8,12280,⿸
0x2FF9,12281,⿹
0x2FFA,12282,⿺
0x2FFB,12283,⿻
,,
0x3000,12288,　
0x3001,12289,、
0x3002,12290,。
0x3003,12291,〃
0x3004,12292,〄
0x3005,12293,々
0x3006,12294,〆
0x3007,12295,〇
0x3008,12296,〈
0x3009,12297,〉
0x300A,12298,《
0x300B,12299,》
0x300C,12300,「
0x300D,12301,」
0x300E,12302,『
0x300F,12303,』
0x3010,12304,【
0x3011,12305,】
0x3012,12306,〒
0x3013,12307,〓
0x3014,12308,〔
0x3015,12309,〕
0x3016,12310,〖
0x3017,12311,〗
0x3018,12312,〘
0x3019,12313,〙
0x301A,12314,〚
0x301B,12315,〛
0x301C,12316,〜
0x301D,12317,〝
0x301E,12318,〞
0x301F,12319,〟
0x3020,12320,〠
0x3021,12321,〡
0x3022,12322,〢
0x3023,12323,〣
0x3024,12324,〤
0x3025,12325,〥
0x3026,12326,〦
0x3027,12327,〧
0x3028,12328,〨
0x3029,12329,〩
0x302A,12330,〪
0x302B,12331,〫
0x302C,12332,〬
0x302D,12333,〭
0x302E,12334,〮
0x302F,12335,〯
0x3030,12336,〰
0x3031,12337,〱
0x3032,12338,〲
0x3033,12339,〳
0x3034,12340,〴
0x3035,12341,〵
0x3036,12342,〶
0x3037,12343,〷
0x3038,12344,〸
0x3039,12345,〹
0x303A,12346,〺
0x303E,12350,〾
0x303F,12351,〿
,,
0x3041,12353,ぁ
0x3042,12354,あ
0x3043,12355,ぃ
0x3044,12356,い
0x3045,12357,ぅ
0x3046,12358,う
0x3047,12359,ぇ
0x3048,12360,え
0x3049,12361,ぉ
0x304A,12362,お
0x304B,12363,か
0x304C,12364,が
0x304D,12365,き
0x304E,12366,ぎ
0x304F,12367,く
0x3050,12368,ぐ
0x3051,12369,け
0x3052,12370,げ
0x3053,12371,こ
0x3054,12372,ご
0x3055,12373,さ
0x3056,12374,ざ
0x3057,12375,し
0x3058,12376,じ
0x3059,12377,す
0x305A,12378,ず
0x305B,12379,せ
0x305C,12380,ぜ
0x305D,12381,そ
0x305E,12382,ぞ
0x305F,12383,た
0x3060,12384,だ
0x3061,12385,ち
0x3062,12386,ぢ
0x3063,12387,っ
0x3064,12388,つ
0x3065,12389,づ
0x3066,12390,て
0x3067,12391,で
0x3068,12392,と
0x3069,12393,ど
0x306A,12394,な
0x306B,12395,に
0x306C,12396,ぬ
0x306D,12397,ね
0x306E,12398,の
0x306F,12399,は
0x3070,12400,ば
0x3071,12401,ぱ
0x3072,12402,ひ
0x3073,12403,び
0x3074,12404,ぴ
0x3075,12405,ふ
0x3076,12406,ぶ
0x3077,12407,ぷ
0x3078,12408,へ
0x3079,12409,べ
0x307A,12410,ぺ
0x307B,12411,ほ
0x307C,12412,ぼ
0x307D,12413,ぽ
0x307E,12414,ま
0x307F,12415,み
0x3080,12416,む
0x3081,12417,め
0x3082,12418,も
0x3083,12419,ゃ
0x3084,12420,や
0x3085,12421,ゅ
0x3086,12422,ゆ
0x3087,12423,ょ
0x3088,12424,よ
0x3089,12425,ら
0x308A,12426,り
0x308B,12427,る
0x308C,12428,れ
0x308D,12429,ろ
0x308E,12430,ゎ
0x308F,12431,わ
0x3090,12432,ゐ
0x3091,12433,ゑ
0x3092,12434,を
0x3093,12435,ん
0x3094,12436,ゔ
0x3099,12441,゙
0x309A,12442,゚
0x309B,12443,゛
0x309C,12444,゜
0x309D,12445,ゝ
0x309E,12446,ゞ
,,
0x30A1,12449,ァ
0x30A2,12450,ア
0x30A3,12451,ィ
0x30A4,12452,イ
0x30A5,12453,ゥ
0x30A6,12454,ウ
0x30A7,12455,ェ
0x30A8,12456,エ
0x30A9,12457,ォ
0x30AA,12458,オ
0x30AB,12459,カ
0x30AC,12460,ガ
0x30AD,12461,キ
0x30AE,12462,ギ
0x30AF,12463,ク
0x30B0,12464,グ
0x30B1,12465,ケ
0x30B2,12466,ゲ
0x30B3,12467,コ
0x30B4,12468,ゴ
0x30B5,12469,サ
0x30B6,12470,ザ
0x30B7,12471,シ
0x30B8,12472,ジ
0x30B9,12473,ス
0x30BA,12474,ズ
0x30BB,12475,セ
0x30BC,12476,ゼ
0x30BD,12477,ソ
0x30BE,12478,ゾ
0x30BF,12479,タ
0x30C0,12480,ダ
0x30C1,12481,チ
0x30C2,12482,ヂ
0x30C3,12483,ッ
0x30C4,12484,ツ
0x30C5,12485,ヅ
0x30C6,12486,テ
0x30C7,12487,デ
0x30C8,12488,ト
0x30C9,12489,ド
0x30CA,12490,ナ
0x30CB,12491,ニ
0x30CC,12492,ヌ
0x30CD,12493,ネ
0x30CE,12494,ノ
0x30CF,12495,ハ
0x30D0,12496,バ
0x30D1,12497,パ
0x30D2,12498,ヒ
0x30D3,12499,ビ
0x30D4,12500,ピ
0x30D5,12501,フ
0x30D6,12502,ブ
0x30D7,12503,プ
0x30D8,12504,ヘ
0x30D9,12505,ベ
0x30DA,12506,ペ
0x30DB,12507,ホ
0x30DC,12508,ボ
0x30DD,12509,ポ
0x30DE,12510,マ
0x30DF,12511,ミ
0x30E0,12512,ム
0x30E1,12513,メ
0x30E2,12514,モ
0x30E3,12515,ャ
0x30E4,12516,ヤ
0x30E5,12517,ュ
0x30E6,12518,ユ
0x30E7,12519,ョ
0x30E8,12520,ヨ
0x30E9,12521,ラ
0x30EA,12522,リ
0x30EB,12523,ル
0x30EC,12524,レ
0x30ED,12525,ロ
0x30EE,12526,ヮ
0x30EF,12527,ワ
0x30F0,12528,ヰ
0x30F1,12529,ヱ
0x30F2,12530,ヲ
0x30F3,12531,ン
0x30F4,12532,ヴ
0x30F5,12533,ヵ
0x30F6,12534,ヶ
0x30F7,12535,ヷ
0x30F8,12536,ヸ
0x30F9,12537,ヹ
0x30FA,12538,ヺ
0x30FB,12539,・
0x30FC,12540,ー
0x30FD,12541,ヽ
0x30FE,12542,ヾ
,,
0x3105,12549,ㄅ
0x3106,12550,ㄆ
0x3107,12551,ㄇ
0x3108,12552,ㄈ
0x3109,12553,ㄉ
0x310A,12554,ㄊ
0x310B,12555,ㄋ
0x310C,12556,ㄌ
0x310D,12557,ㄍ
0x310E,12558,ㄎ
0x310F,12559,ㄏ
0x3110,12560,ㄐ
0x3111,12561,ㄑ
0x3112,12562,ㄒ
0x3113,12563,ㄓ
0x3114,12564,ㄔ
0x3115,12565,ㄕ
0x3116,12566,ㄖ
0x3117,12567,ㄗ
0x3118,12568,ㄘ
0x3119,12569,ㄙ
0x311A,12570,ㄚ
0x311B,12571,ㄛ
0x311C,12572,ㄜ
0x311D,12573,ㄝ
0x311E,12574,ㄞ
0x311F,12575,ㄟ
0x3120,12576,ㄠ
0x3121,12577,ㄡ
0x3122,12578,ㄢ
0x3123,12579,ㄣ
0x3124,12580,ㄤ
0x3125,12581,ㄥ
0x3126,12582,ㄦ
0x3127,12583,ㄧ
0x3128,12584,ㄨ
0x3129,12585,ㄩ
0x312A,12586,ㄪ
0x312B,12587,ㄫ
0x312C,12588,ㄬ
,,
0x3131,12593,ㄱ
0x3132,12594,ㄲ
0x3133,12595,ㄳ
0x3134,12596,ㄴ
0x3135,12597,ㄵ
0x3136,12598,ㄶ
0x3137,12599,ㄷ
0x3138,12600,ㄸ
0x3139,12601,ㄹ
0x313A,12602,ㄺ
0x313B,12603,ㄻ
0x313C,12604,ㄼ
0x313D,12605,ㄽ
0x313E,12606,ㄾ
0x313F,12607,ㄿ
0x3140,12608,ㅀ
0x3141,12609,ㅁ
0x3142,12610,ㅂ
0x3143,12611,ㅃ
0x3144,12612,ㅄ
0x3145,12613,ㅅ
0x3146,12614,ㅆ
0x3147,12615,ㅇ
0x3148,12616,ㅈ
0x3149,12617,ㅉ
0x314A,12618,ㅊ
0x314B,12619,ㅋ
0x314C,12620,ㅌ
0x314D,12621,ㅍ
